NAME	LONGNAME	efo_label	release	valid	invalid	efo_cls	xref_source	xref	simple_xref	quality	toImport	Comments
G6_ALS	Motor neuron disease	motor neuron disease	r3	TRUE	FALSE	EFO_0003782	EFO_OBO	NA	NA	match		
G6_ALZHEIMER	Alzheimer disease	Alzheimer's disease	r3	TRUE	FALSE	EFO_0000249	OLS_API_EFO_lookup	NA	NA	match		
G6_ALZHEIMER_EXMORE	Alzheimer disease (more controls excluded)	Alzheimer's disease	r3	TRUE	FALSE	EFO_0000249	manual					
G6_ALZHEIMER_INCLAVO	Alzheimer disease, including avohilmo	alzheimer's disease	r4/5	TRUE	FALSE	EFO_0000249	ot_mappings			0.7264427932		
G6_ANOXBRAINDAM	Anoxic brain damage	brain injury	r3	TRUE	FALSE	MONDO_0043510	manual					
G6_ANOXBRAINDAM	Anoxic brain damage	anoxya	r3	TRUE	FALSE	EFO_0009445	manual					
G6_ATROPHCIRCUM	Circumscribed brain atrophy	brain atrophy	r3	TRUE	FALSE	HP_0012444	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_ATYFAC	Atypical facial pain	facial pain	r2	TRUE	FALSE	EFO_0009625	manual					
G6_AUTONOM	Autonomic disorders	autonomic nervous system disease	r3	TRUE	FALSE	EFO_0009532	manual					
G6_BASDEGENOTH	Other degenarative diseases of the basal ganglia	basal ganglia disease	r4/5	TRUE	FALSE	EFO_0009533	ot_mappings			0.9303391536		
G6_BASDEGENOTH	Other degenarative diseases of the basal ganglia	abnormality of the basal ganglia	r4/5	FALSE	TRUE	HP_0002134	ot_mappings			0.9303391536		
G6_BELLPA	Bell's palsy	bell's palsy	r2	TRUE	FALSE	EFO_0007167	OLS_API_EFO_lookup	NA	NA	match		
G6_BENINTRAHYP	Benign intracranial hypertension	pseudotumor cerebri	r4/5	TRUE	FALSE	EFO_1001132	ot_mappings			0.999		
G6_BRACHPLE	Brachial plexus disorders	brachial plexus neuropathy	r3	TRUE	FALSE	EFO_1000844	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_CARPTU	Carpal tunnel syndrome	carpal tunnel syndrome	r2	TRUE	FALSE	EFO_0004143	EFO_OBO	NA	NA	match		
G6_CAUDA	Cauda equina syndrome	cauda equina syndrome	r4/5	TRUE	FALSE	EFO_0007196	EFO_OBO;ot_mappings			1		
G6_CAUSALGIA	Causalgia	causalgia	r3	TRUE	FALSE	EFO_1000854	EFO_OBO	NA	NA	match		
G6_CERCYST	Cerebral cysts	central nervous system cyst	r3	TRUE	FALSE	EFO_0003760	manual					
G6_CERVROOT	Cervical root disorders	cervix disease	r4/5	TRUE	FALSE	MONDO_0002256	ot_mappings			0.8423259339		
G6_CERVROOT	Cervical root disorders	root caries	r4/5	FALSE	TRUE	EFO_1001163	OLS_API_EFO_lookup					
G6_CNSABSC	Intracranial and intraspinal abscess and granuloma	epidural abscess	r4/5	FALSE	TRUE	EFO_0007260	ot_mappings			0.722677352		
G6_CNSABSC	Intracranial and intraspinal abscess and granuloma	brain abscess	r4/5	TRUE	FALSE	HP_0030049	manual					Ask EFO to import term
G6_CNSABSC	Intracranial and intraspinal abscess and granuloma	granuloma	r4/5	TRUE	FALSE	EFO_0009462	manual					
G6_CNSOTH	Other disorders of central nervous system	central nervous system disease	r4/5	TRUE	FALSE	EFO_0009386	ot_mappings			0.999		
G6_CONCUS	Concussion	brain injury	r2	TRUE	FALSE	MONDO_0043510	manual					
G6_CP	Cerebral palsy	cerebral palsy	r3	TRUE	FALSE	EFO_1000632	EFO_OBO	NA	NA	match		
G6_CPETAL	Cerebral palsy and other paralytic syndromes	cerebral palsy	r2	TRUE	FALSE	EFO_1000632	manual					
G6_CPETAL	Cerebral palsy and other paralytic syndromes	Paralysis	r2	TRUE	FALSE	HP_0003470	manual					
G6_DEGENOTH	Other and unspecified degenerative diseases of nervous system	neurodegenerative disease	r3	TRUE	FALSE	EFO_0005772	ICD_10	G31[8-9]|G32	G319	NA		
G6_DEMYEL	Demyelenating diseases of the central nervous system	demyelinating disease	r2	TRUE	FALSE	MONDO_0002562	manual					
G6_DIABETNEUR	Diabethic neuropathy	diabetic neuropathy	r2	TRUE	FALSE	EFO_1000783	manual					
G6_DIFBRAININJ	Diffuse brain injury	brain injury	r2	TRUE	FALSE	MONDO_0043510	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_DISBROTHUNS	Disorders of brain, other and unspecified	brain disease	r4/5	TRUE	FALSE	EFO_0005774	ICD_10;ICD_9;ot_mappings	G93[8-9]|G948;348[8-9]	G939;3488;3489	0.8831963294		
G6_DISBROTHUNS	Disorders of brain, other and unspecified	unspecified juvenile idiopathic arthritis	r4/5	FALSE	TRUE	EFO_0009734	OLS_API_EFO_lookup					
G6_DISBROTHUNS	Disorders of brain, other and unspecified	intellectual disability - hypotonia - spasticity - sleep disorder	r4/5	FALSE	TRUE	Orphanet_356996	ICD_10	G93[8-9]|G948	G938			
G6_DISOTHUNS	Disorders of other and unspecified cranial nerves	cranial nerve neuropathy	r4/5	TRUE	FALSE	MONDO_0003569	ot_mappings			0.9151402353		
G6_DISSOTH	Other acute disseminated demyelination	acute and subacute inflammatory demyelinating polyneuropathy	r4/5	FALSE	TRUE	MONDO_0016137	ot_mappings			0.726111344		
G6_DISSOTH	Other acute disseminated demyelination	demyelinating disease	r4/5	TRUE	FALSE	MONDO_0002562	manual					
G6_DRUGPOLY	Drug-induced polyneuropathy	drug-induced liver injury	r4/5	FALSE	TRUE	EFO_0004228	ot_mappings			0.8058087912		
G6_DRUGPOLY	Drug-induced polyneuropathy	polyneuropathy	r4/5	TRUE	FALSE	EFO_0009562	manual					
G6_DYSTON	Dystonia	dystonia	r2	TRUE	FALSE	HP_0001332	OT_Zooma_Mappings	NA	NA	match		
G6_ENCEPATH	Encephalopathy	encephalopathy	r4/5	TRUE	FALSE	HP_0001298	ot_mappings			1		
G6_ENCEPHOTH	Other encephalitis	encephalitis	r3	TRUE	FALSE	MONDO_0019956	manual					
G6_EPIPAROX	Episodal and paroxysmal disorders	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_EPLEPSY	Epilepsy	epilepsy	r2	TRUE	FALSE	EFO_0000474	EFO_OBO	NA	NA	match		
G6_FACOTH	Other facial nerve disorders	facial nerve disease	r2	TRUE	FALSE	EFO_1002051	manual					
G6_FEMLAPOP	Lesion of lateral popliteal nerve	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_FEMLE	Lesion of femoral nerve	femoral neuropathy	r4/5	TRUE	FALSE	EFO_1000936	ot_mappings			0.999		
G6_FOCALBRAININJ	Focal brain injury	brain injury	r2	TRUE	FALSE	MONDO_0043510	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_GUILBAR	Guillain-Barre syndrome	Guillain-Barre syndrome	r3	TRUE	FALSE	EFO_0007292	OLS_API_EFO_lookup	NA	NA	match		
G6_HCCOMM	Communicating hydrocephalus	communicating hydrocephalus	r3	TRUE	FALSE	MONDO_0002045	EFO_OBO	NA	NA	match		
G6_HCNP	Normal-pressure hydrocephalus	normal pressure hydrocephalus	r3	TRUE	FALSE	EFO_1001065	Zooma_API_lookup	NA	NA	match		
G6_HCOBSTR	Obstructive hydrocephalus	congenital non-communicating hydrocephalus	r4/5	FALSE	TRUE	Orphanet_269510	ot_mappings			0.8433265401		
G6_HCOBSTR	Obstructive hydrocephalus	obstructive hydrocephalus	r4/5	TRUE	FALSE	MONDO_0001896	manual					Ask EFO to import term
G6_HCOBSTR	Obstructive hydrocephalus	communicating hydrocephalus	r4/5	FALSE	TRUE	MONDO_0002045	OLS_API_EFO_lookup					
G6_HCOTHUNS	Other and unspecified hydrocephalus	hydrocephalus	r4/5	TRUE	FALSE	HP_0000238	ot_mappings			0.6466361897		
G6_HCOTHUNS	Other and unspecified hydrocephalus	unspecified juvenile idiopathic arthritis	r4/5	FALSE	TRUE	EFO_0009734	OLS_API_EFO_lookup					
G6_HEADACHE	Other headache syndromes	other headache syndromes	r2	TRUE	FALSE	EFO_0009550	Zooma_API_lookup	NA	NA	match		
G6_HEMIPLE	Hemiplegia	hemiplegia	r2	TRUE	FALSE	Orphanet_2131	Zooma_API_lookup	NA	NA	match		
G6_HERATAXIA	Hereditary ataxia	hereditary ataxia	r3	TRUE	FALSE	EFO_0009671	EFO_OBO	NA	NA	match		
G6_HEREMOSEN	Hereditary monor and sensory neuropathy	hereditary sensory and autonomic neuropathy	r4/5	FALSE	TRUE	Orphanet_140471	ot_mappings			0.951068109		
G6_HEREMOSEN	Hereditary monor and sensory neuropathy	Hereditary motor and sensory neuropathy	r4/5	TRUE	FALSE	Orphanet_140450	manual					Incorrect spelling of source label
G6_HORNER	Horner syndrome	ectodermal dysplasia - sensorineural deafness	r4/5	FALSE	TRUE	Orphanet_1883	ot_mappings			0.8491298153		
G6_HORNER	Horner syndrome	congenital horner syndrome	r4/5	FALSE	TRUE	Orphanet_91413	OLS_API_EFO_lookup					
G6_HORNER	Horner syndrome	Horner syndrome	r4/5	TRUE	FALSE	MONDO_0001294	manual					Ask EFO to import term
G6_HYDROCEPH	Hydrocephalus	hydrocephalus	r2	TRUE	FALSE	HP_0000238	Zooma_API_lookup	NA	NA	match		
G6_ICNEUROP	Intercostal neuropathy	tibial neuropathy	r4/5	FALSE	TRUE	EFO_1001213	ot_mappings			0.722005294		
G6_ICNEUROP	Intercostal neuropathy	neuropathy	r4/5	TRUE	FALSE	EFO_0004149	manual					
G6_ICTRAUOTHUNS	Other and unspecified intracranial injuries	brain injury	r2	TRUE	FALSE	MONDO_0043510	manual					
G6_INTRACRATRAUMA	Intracranial trauma	brain injury	r2	TRUE	FALSE	MONDO_0043510	manual					
G6_LSROOT	Lumbosacral root disorders, not elsewhere classified	radiculopathy	r2	TRUE	FALSE	MONDO_0002959	MONDO TERM NOT IN EFO	NA	NA	NA		
G6_MEDLEOTH	Other lesions of median nerve	peripheral nervous system disease	r2	TRUE	FALSE	EFO_0009387	manual					
G6_MENINGBACT	Bacterial meningitis	bacterial meningitis	r2	TRUE	FALSE	EFO_1000831	ICD_10;EFO_OBO	G0[0-1]	G00	match		
G6_MENINGOTH	Other meningitis	meningitis (disease)	r3	TRUE	FALSE	MONDO_0021108	manual					
G6_MERALGIA	Meralgia paraesthetica	meralgia paresthetica	r2	TRUE	FALSE	MONDO_0023757	MONDO TERM NOT IN EFO	NA	NA	NA		
G6_MIGRAINE	Migraine	migraine	r2	TRUE	FALSE	EFO_0003821	OT_Zooma_Mappings	NA	NA	match		
G6_MIGRAINE_NO_AURA	Migraine without aura	migraine without aura	r4/5	TRUE	FALSE	EFO_0005296	EFO_OBO;ot_mappings			1		
G6_MIGRAINE_NO_AURA_ADVERSE	Migraine without aura, drug-induced	migraine disorder	r4/5	FALSE	TRUE	EFO_0003821	ot_mappings			0.8118555122		
G6_MIGRAINE_NO_AURA_ADVERSE	Migraine without aura, drug-induced	migraine without aura	r4/5	TRUE	FALSE	EFO_0005296	ot_mappings			0.8118555122		
G6_MIGRAINE_NO_AURA_TRIPTAN	Migraine without aura and triptan purchases	migraine disorder	r4/5	FALSE	TRUE	EFO_0003821	ot_mappings			0.8903405909		
G6_MIGRAINE_NO_AURA_TRIPTAN	Migraine without aura and triptan purchases	migraine without aura	r4/5	TRUE	FALSE	EFO_0005296	ot_mappings			0.8903405909		
G6_MIGRAINE_WITH_AURA	Migraine with aura	migraine with aura	r4/5	TRUE	FALSE	EFO_0005295	EFO_OBO;ot_mappings			1		
G6_MIGRAINE_WITH_AURA_ADVERSE	Migraine with aura, drug-induced	drug-induced liver injury	r4/5	FALSE	TRUE	EFO_0004228	ot_mappings			0.7615636392		
G6_MIGRAINE_WITH_AURA_ADVERSE	Migraine with aura, drug-induced	migraine with aura	r4/5	TRUE	FALSE	EFO_0005295	manual					
G6_MIGRAINE_WITH_AURA_TRIPTAN	Migraine with aura and triptan purchases	migraine with aura	r4/5	TRUE	FALSE	EFO_0005295	ot_mappings			0.8554541212		
G6_MONOLOWOTHUNS	Other and unspecified mononeuropathies of lower limb	mononeuropathy	r2	TRUE	FALSE	EFO_0009558	manual					
G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	mononeuropathy	r2	TRUE	FALSE	EFO_0009558	manual					
G6_MONOOTHUNS	Other and unsepcified mononeuropathies, also in other diseases	mononeuropathy	r2	TRUE	FALSE	EFO_0009558	ICD_10	G58[8-9]|G59	G589	NA		
G6_MONOPLE	Monoplegia	NA	r4/5	FALSE	TRUE	NA	ICD_10	G83[1-3]	G831;G832;G833			
G6_MONOPLE	Monoplegia	spastic monoplegia	r4/5	TRUE	FALSE	MONDO_0001169	manual					Ask EFO to import term
G6_MS	MS-disease / Multiple Sclerosis	multiple sclerosis	r2	TRUE	FALSE	EFO_0003885	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_MUSCOTHUNS	Other and unspecified primary disorders of muscles	myositis	r4/5	FALSE	TRUE	EFO_0000783	ot_mappings			0.7787354122		
G6_MUSCOTHUNS	Other and unspecified primary disorders of muscles	muscular disease	r4/5	TRUE	FALSE	EFO_0002970	manual					
G6_MUSDYST	Muscular dystrophy	muscular dystrophy	r4/5	TRUE	FALSE	Orphanet_98473	ot_mappings			1		
G6_MYASTHENIA	Myasthenia gravis	myasthenia gravis	r3	TRUE	FALSE	EFO_0004991	EFO_OBO	NA	NA	match		
G6_MYOMUSCINOTH	Disorders of myonerural junction and muscle in diseases in classifeid elsewhere	cardiomyopathy	r4/5	FALSE	TRUE	EFO_0000318	ot_mappings			0.7565587154		
G6_MYOMUSCINOTH	Disorders of myonerural junction and muscle in diseases in classifeid elsewhere	neuromuscular disease	r4/5	TRUE	FALSE	EFO_1001902	manual					
G6_MYONEU	Diseases of the myoneural junction and muscle	neuromuscular disease	r2	TRUE	FALSE	EFO_1001902	manual					
G6_MYOPOTHUNS	Other and unspecified myopathies	myopathy	r2	TRUE	FALSE	EFO_0004145	ICD_10;ICD_9	G72[8-9];3594B|359[8-9]	G729;3598;3599	NA		
G6_MYOTDIS	Mytonic disorders	glanders	r4/5	FALSE	TRUE	EFO_0007286	ot_mappings			0.9593589187		
G6_MYOTDIS	Mytonic disorders	Myotonic syndrome	r4/5	TRUE	FALSE	Orphanet_206970	manual					
G6_NARCOCATA	Narcolepsy and cataplexy	narcolepsy with cataplexy	r4/5	TRUE	FALSE	EFO_0000614	ot_mappings			1		
G6_NERPLEX	Nerve, nerve root and plexus disorders	nerve root and plexus disorders	r2	TRUE	FALSE	EFO_0009559	Zooma_API_lookup	NA	NA	match		
G6_NEUATR	Systemic atrophies primarly affecting the central nervous system	Atrophy/Degeneration affecting the central nervous system	r2	TRUE	FALSE	HP_0007367	HP TERM NOT IN EFO	NA	NA	NA		
G6_NEUINFL	Inflammatory diseases of the central nervous system	encephalomyelitis	r2	TRUE	FALSE	EFO_0001423	manual					
G6_NEURO	Neurological diseases	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_NEURODEG	Other degenerative diseases of the nervous system	neurodegenerative disease	r2	TRUE	FALSE	EFO_0005772	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_NEUROOTH	Other disorders of nervous system	other disorders of nervous system	r2	TRUE	FALSE	EFO_0000618	Zooma_API_lookup	NA	NA	match		
G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	demyelinating disease	r2	TRUE	FALSE	MONDO_0002562	manual					
G6_OTHNEU	Other neurological diseases	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_PARALOTHUNS	Other and unspecified paralytic syndromes	Paralysis	r3	TRUE	FALSE	HP_0003470	manual					
G6_PARDIPLE	Paraplegia, diplegia of upper limbs	diplegia of upper limb	r3	TRUE	FALSE	MONDO_0004618	MONDO TERM NOT IN EFO	NA	NA	NA		
G6_PARDIPLE	Paraplegia, diplegia of upper limbs	paraplegia	r3	TRUE	FALSE	EFO_0009679	ICD_10;OLS_API_EFO_lookup	G82[0-2]|G830	G822	fuzzy		
G6_PARKINSON	Parkinson's disease	parkinson's disease	r3	TRUE	FALSE	EFO_0002508	Zooma_API_lookup	NA	NA	match		
G6_PARKINSON_EXMORE	Parkinson's disease	parkinson's disease	r2	TRUE	FALSE	EFO_0002508	Zooma_API_lookup	NA	NA	match		
G6_PARKINSON_INCLAVO	Parkinson's disease, including avohilmo	postencephalitic parkinson disease	r4/5	FALSE	TRUE	EFO_1001402	ot_mappings			0.7188498465		
G6_PARKINSON_INCLAVO	Parkinson's disease, including avohilmo	Parkinson's disease	r4/5	TRUE	FALSE	EFO_0002508	manual					
G6_PARKSCND	Secondary parkinsonism+Parkinsonism in other disease	secondary Parkinson disease	r2	TRUE	FALSE	EFO_1001175	manual					
G6_PLANTAR	Lesion of plantar nerve	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_POLYNEU	Polyneuropathies and other disorders of the peripheral nervous system	polyneuropathy	r2	TRUE	FALSE	EFO_0009562	manual					
G6_POLYNEU	Polyneuropathies and other disorders of the peripheral nervous system	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	polyneuropathy	r2	TRUE	FALSE	EFO_0009562	ICD_10	G61[1-9]|G62[8-9]|G63	G629	NA		
G6_POSTOPNEURO	Postprocedural disorders of nervous system	medical procedure	r2	TRUE	FALSE	EFO_0002571	manual					
G6_POSTOPNEURO	Postprocedural disorders of nervous system	nervous system disease	r2	TRUE	FALSE	EFO_0000618	manual					
G6_POSTZOST	Postzoster neuralgia	trigeminal neuralgia	r4/5	FALSE	TRUE	EFO_1001219	ot_mappings			0.9660694211		
G6_POSTZOST	Postzoster neuralgia	postherpetic neuralgia	r4/5	TRUE	FALSE	MONDO_0041052	manual					Ask EFO to import term
G6_POSTZOST	Postzoster neuralgia	neuralgia	r4/5	FALSE	TRUE	EFO_0009430	OLS_API_EFO_lookup					
G6_RADLES	Lesion of radial nerve	radial nerve lesion	r2	TRUE	FALSE	EFO_1001143	OLS_API_EFO_lookup	NA	NA	match		
G6_ROOTPLEXOTHUNS	Other and unspecified nerve root and plexus disorders, also in other diseases	nerve plexus disease	r2	TRUE	FALSE	EFO_0009559	manual					
G6_SCIALE	Lesion of sciatic nerve	lesion of sciatic nerve	r2	TRUE	FALSE	MONDO_0001543	MONDO TERM NOT IN EFO	NA	NA	NA		
G6_SDHTRAU	Traumatic subdural haemorrhage	injury	r2	TRUE	FALSE	EFO_0000546	manual					
G6_SDHTRAU	Traumatic subdural haemorrhage	Subdural hemorrhage	r2	TRUE	FALSE	HP_0100309	manual					
G6_SLEEPAPNO	Sleep apnoea	sleep apnoea	r2	TRUE	FALSE	EFO_0003877	Zooma_API_lookup	NA	NA	match		
G6_SLEEPAPNO_INCLAVO	Sleep apnoea, including avohilmo	sleep apnea	r4/5	TRUE	FALSE	EFO_0003877	ot_mappings			0.6240210281		
G6_SLEEPDISOTH	Other sleepdisorders	sleep disorders	r2	TRUE	FALSE	EFO_0008568	manual					
G6_SPINAMUSCOTH	Other and unspecified spinal muscular atrophies	spinal muscular atrophy	r4/5	TRUE	FALSE	EFO_0008525	ot_mappings			0.8582256594		
G6_SPINOTH	Other diseases of spinal cord	spinal cord disease	r2	TRUE	FALSE	EFO_0009488	Zooma_API_lookup	NA	NA	match		
G6_STATUSEPI	Status epilepticus	status epilepticus	r2	TRUE	FALSE	HP_0002133	OT_Zooma_Mappings	NA	NA	match		
G6_TARSTUN	Tarsal tunnel syndrome	tarsal tunnel syndrome	r4/5	TRUE	FALSE	EFO_1001208	EFO_OBO;ot_mappings			1		
G6_TETRAPLE	Tetraplegia	quadriplegia	r4/5	TRUE	FALSE	EFO_0009684	ot_mappings			0.999		
G6_TIA	Transient ischemic attack	transient ischemic attack	r3	TRUE	FALSE	EFO_0003764	EFO_OBO	NA	NA	match		
G6_TRINEU	Trigeminal neuralgia	trigeminal neuralgia	r2	TRUE	FALSE	EFO_1001219	EFO_OBO	NA	NA	match		
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	mesothelioma	r4/5	FALSE	TRUE	EFO_0000588	ot_mappings			0.8477255779		
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	glaucoma	r4/5	FALSE	TRUE	EFO_0000516	OLS_API_EFO_lookup					
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	trigeminal nerve disease	r4/5	TRUE	FALSE	EFO_0009569	ICD_9	350[8-9]	3508			
G6_TRIOTHUNS	Other and unspecified trigeminal disorders	congenital trigeminal anesthesia	r4/5	FALSE	TRUE	Orphanet_231013	ICD_10	G50[8-9]	G508			
G6_ULLNLE	Lesion of ulnar nerve	ulnar nerve lesion	r2	TRUE	FALSE	MONDO_0001458	manual					
G6_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	cerebrovascular disorder	r2	TRUE	FALSE	EFO_0003763	OLS_API_EFO_lookup	NA	NA	fuzzy		
G6_XTRAPYR	Extrapyramidal and movement disorders	extrapyramidal and movement disease	r2	TRUE	FALSE	MONDO_0001815	MONDO TERM NOT IN EFO	NA	NA	NA		
G6_XTRAPYROTH	Other extrapyramidal and movement disorders+ in other diseases	extrapyramidal and movement disease	r2	TRUE	FALSE	MONDO_0001815	MONDO TERM NOT IN EFO	NA	NA	NA		
GAITCHANGE	Abnormal gait	gait disturbance	r3	TRUE	FALSE	HP_0001288	OLS_API_EFO_lookup	NA	NA	match		
GAST_OPER	Any gastric operation	medical procedure	r3	TRUE	FALSE	EFO_0002571	manual					
GE	Generalized epilepsy	generalised epilepsy	r3	TRUE	FALSE	EFO_0005917	EFO_OBO	NA	NA	match		
GE_MODE	Generalized epilepsy	generalised epilepsy	r3	TRUE	FALSE	EFO_0005917	EFO_OBO	NA	NA	match		
GE_STRICT	Generalized epilepsy, strict definition	generalised epilepsy	r4/5	TRUE	FALSE	EFO_0005917	ot_mappings			0.7141904629		
GENERALI_SKIN_ERUPT_DRUGS_MEDICAM	Generalized skin eruption due to drugs and medicaments	exanthem	r4/5	TRUE	FALSE	EFO_1000697	ot_mappings			0.6061032778		
GEST_DIABETES	Gestational diabetes (for exclusion)	gestational diabetes	r2	TRUE	FALSE	EFO_0004593	OLS_API_EFO_lookup	NA	NA	fuzzy		
GIANT_CELL_TEMP_ARTERITIS	Giant cell arteritis with polymyalgia rheumatica	polymyalgia rheumatica	r2	TRUE	FALSE	EFO_0008518	manual					
GIANT_CELL_TEMP_ARTERITIS	Giant cell arteritis with polymyalgia rheumatica	temporal arteritis	r2	TRUE	FALSE	EFO_1001209	OLS_API_EFO_lookup	NA	NA	fuzzy		
GLOMER_NEPHRITIS	Glomerulonephritis	glomerulonephritis (disease)	r2	TRUE	FALSE	MONDO_0002462	OLS_API_EFO_lookup	NA	NA	match		
GLP1ANA	Glucagon-like peptide-1 (GLP-1) analogues	response to drug	r2	TRUE	FALSE	GO_0042493	manual					
GLUCLOW_OTH	Other blood glucose lowering drugs, excl. Insulins	response to drug	r2	TRUE	FALSE	GO_0042493	manual					
GOUT	Gout, FINNGEN	gout	r3	TRUE	FALSE	EFO_0004274	OLS_API_EFO_lookup	NA	NA	fuzzy		
GOUT_IDIO	Idiopathic gout	gout	r2	TRUE	FALSE	EFO_0004274	OLS_API_EFO_lookup	NA	NA	fuzzy		
GOUT_KIDNEY	Gout due to impairment of renal function	impaired renal function disease	r4/5	TRUE	FALSE	MONDO_0001343	ot_mappings			0.7338593972		
GOUT_KIDNEY	Gout due to impairment of renal function	gout	r4/5	TRUE	FALSE	EFO_0004274	manual					
GOUT_NOS	Gout, unspecified	gout	r2	TRUE	FALSE	EFO_0004274	ICD_10	M10[8-9]	M109	NA		
GOUT_STRICT	Gout, strict definition	gout	r3	TRUE	FALSE	EFO_0004274	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_ALLERGICCONJUNCTIVITIS	Allergic conjunctivitis	allergic conjunctivitis	r2	TRUE	FALSE	EFO_0007141	EFO_OBO	NA	NA	match		
H7_AMBLYANOPSIA	Amblyopia ex anopsia	amblyopia (disease)	r2	TRUE	FALSE	MONDO_0001020	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_AMD	Age-related macular degeneration (whether dry or wet)	age-related macular degeneration	r3	TRUE	FALSE	EFO_0001365	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_ANISOMETROPIA	Anisometropia and aniseikonia	Anisometropia	r2	TRUE	FALSE	HP_0012803	manual					
H7_ANISOMETROPIA	Anisometropia and aniseikonia	Aniseikonia	r2	TRUE	FALSE	EFO_1001266	manual					
H7_ANOMAPUPFUNC	Anomalies of pupillary function	abnormal pupillary function	r3	TRUE	FALSE	HP_0007686	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_APHAKIA	Aphakia	lens disease	r3	TRUE	FALSE	EFO_0009674	manual					
H7_ASTIGMATISM	Astigmatism	astigmatism	r2	TRUE	FALSE	HP_0000483	Zooma_API_lookup	NA	NA	match		
H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	retinal vascular disease	r3	TRUE	FALSE	MONDO_0002311	manual					
H7_BCKRNDRETINOPAT	Background retinopathy and retinal vascular changes	retinopathy	r3	TRUE	FALSE	EFO_0003839	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_BINOCUMOVOTH	Other disorders of binocular movement	binocular vision disease	r3	TRUE	FALSE	EFO_0009535	Zooma_API_lookup	NA	NA	match		
H7_BINODISTOTH	Other disorders of binocular vision	binocular vision disease	r3	TRUE	FALSE	EFO_0009535	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_BLEPHAROCHALASIS	Blepharochalasis	blepharochalasis	r2	TRUE	FALSE	HP_0010749	OLS_API_HP_exact_lookup	NA	NA	match		
H7_BLINDANDVISIMPAIRMENT	Visual impairment including blindness (binocular or monocular)	Visual impairment	r2	TRUE	FALSE	HP_0000505	manual					
H7_BLINDMONOCULAR	Blindness, monocular	blindness	r4/5	FALSE	TRUE	HP_0000618	ot_mappings			0.722916952		
H7_BLINDMONOCULAR	Blindness, monocular	blindness (disorder)	r4/5	TRUE	FALSE	MONDO_0001941	ot_mappings			0.722916952		More general term
H7_BULLKERATOPATHY	Bullous keratopathy	vesiculobullous skin disease	r4/5	TRUE	FALSE	EFO_1000774	manual					
H7_CATARACTOTHER	Other cataract	cataract	r2	TRUE	FALSE	EFO_0001059	Zooma_API_lookup	NA	NA	match		
H7_CATARACTSENILE	Senile cataract	senile cataract	r2	TRUE	FALSE	HP_0011141	Zooma_API_lookup	NA	NA	match		
H7_CENTRRETARTOCC	Central retinal artery occlusion	retinal artery occlusion	r3	TRUE	FALSE	EFO_1001154	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_CHALAZION	Chalazion	meibomian cyst	r2	TRUE	FALSE	EFO_0007363	OLS_API_EFO_lookup	NA	NA	match		
H7_CHORIORETINFLAM	Chorioretinal inflammation	posterior uveitis	r2	TRUE	FALSE	EFO_1001119	manual					
H7_CHOROIDOTH	Other disorders of choroid	optic choroid disease	r3	TRUE	FALSE	MONDO_0001898	manual					
H7_CHOROIDRETINA	Disorders of choroid and retina	optic choroid disease	r2	TRUE	FALSE	MONDO_0001898	manual					
H7_CHOROIDRETINA	Disorders of choroid and retina	retinopathy	r2	TRUE	FALSE	EFO_0003839	manual					
H7_CONJUHAEMOR	conjunctival haemorrhage	hemorrhage	r2	TRUE	FALSE	MP_0001914	manual					
H7_CONJUHAEMOR	conjunctival haemorrhage	conjunctival disorder	r2	TRUE	FALSE	EFO_1000203	OLS_API_EFO_lookup	NA	NA	fuzzy		
H7_CONJUNAS	Other specified and unspecified disorders of conjunctiva	conjunctival disorder	r4/5	TRUE	FALSE	EFO_1000203	ot_mappings			0.7814824508		
